artist_name,track_name,track_id,track_popularity,artist_id,artist_popularity,artist_genres,artist_followers,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
AIRI KANNA,Blue crystal,4kOakG2UbtKwq3xI5FN9RH,35,5RKYutk9PvyLwOXqIk191K,33,[],10368,0.487,0.576,-5.58,0.0475,0.796,1.43e-06,0.0905,0.277,167.752,227680,4
Julien Lieb,Encore une fois,3G72S0ZvYUNPB7RtmL4ZVz,52,0rQDrh9l7FTDm7cywWpW8i,46,[],14604,0.412,0.265,-8.64,0.0579,0.885,0.0024,0.103,0.288,179.401,184212,3
Shawn Mendes,Heavy,61wNkiRpA2oLyJQYz92kZH,65,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.376,0.522,-7.375,0.0354,0.316,0.0,0.496,0.177,135.674,153986,4
JIMMY IRON,WAY OUT,5OsmyhvUFmmq7L5fiwvvCZ,32,3W24gH3AHzmMl6y2pXyPAl,33,[],265,0.727,0.736,-5.792,0.0487,0.00274,0.839,0.12,0.55,175.973,176825,4
junsmith,Noise Begin,3zIExLvFpqzMR2aJF6x0MT,32,050YRw872SwWuBZ1YLOzxM,33,[],227,0.81,0.698,-6.135,0.136,0.482,0.57,0.0607,0.748,90.006,163915,4
AKASAKI,夏実,0OxBVRzo5bJcZklm3gsWOZ,62,2VcWFvgGxVdma52qB5DSDw,66,[],125216,0.749,0.716,-8.424,0.0358,0.0109,0.0,0.175,0.847,129.983,307221,4
TWS,unplugged boy,0DU8NHm1W7CQVAdntze9l9,53,4GgBKgxhc649frZDHcXIEz,61,['5th gen k-pop'],451484,0.789,0.737,-4.111,0.0395,0.183,0.0,0.0549,0.965,140.017,188280,4
gamgak,Jazz Story,067NcAkckmIs6avzILqvwH,32,1cOjUSMuw9aV3NvR1jtBeU,20,[],53,0.629,0.45,-9.278,0.0348,0.557,0.678,0.111,0.456,84.002,175238,4
Shawn Mendes,Isn’t That Enough,0P85Dz3wK49uv2Nkfq8FlA,63,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.486,0.272,-9.969,0.0285,0.635,0.0,0.101,0.202,130.095,164700,4
Artemas,i like the way you kiss me,3JG1uFc40wfyrqaWC7iv0e,82,0PCCGZ0wGLizHt2KZ7hhA2,79,[],1005647,0.599,0.946,-4.263,0.0447,0.000938,0.0106,0.0826,0.747,151.647,142515,4
Y-LO,Arrive,4GPz4vlYl8MyO0vFwqnkfr,32,6wgia3IsYr7B5RctDJKjFF,34,[],449,0.763,0.637,-10.099,0.1,0.904,0.878,0.104,0.356,91.001,144231,4
Bernadya,"Untungnya, Hidup Harus Tetap Berjalan",2gcMYiZzzmzoF8PPAfL3IO,82,47z98pKd71yIbgXwe9LPVC,82,[],2619847,0.503,0.612,-9.455,0.0325,0.608,0.00797,0.198,0.299,84.956,182903,4
JIMMY IRON,RED COOKIE,6LWcap7GJmHxKCbFk6k0Q1,32,3W24gH3AHzmMl6y2pXyPAl,33,[],265,0.55,0.848,-4.94,0.0399,0.00711,0.959,0.298,0.565,155.852,87445,4
junsmith,Interesting Things,1b9g0roiIPztZ4CNYhR68x,32,050YRw872SwWuBZ1YLOzxM,33,[],227,0.631,0.782,-6.918,0.0956,0.00985,0.795,0.171,0.975,90.642,119915,4
Shyboiitobii,F.a.F,0TY68hHVuVblROUqfcEk0B,35,1dWnMziLbosnKyEUDuzzoJ,45,['korean drill'],12723,0.84,0.583,-6.131,0.0588,0.189,2.64e-06,0.087,0.461,126.03,139960,4
Eternxlkz,SLAY!,67smGwuPEtA6GAfeweAVNO,80,3Xd2WSaNywx5gn1pgRPFjF,73,['krushfunk'],481266,0.681,0.773,-4.706,0.0345,0.0863,0.734,0.0978,0.504,129.923,107077,4
Shawn Mendes,In Between,34DIs8VG5CBKkOVSppTV6a,64,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.57,0.182,-16.465,0.0774,0.837,2.79e-05,0.109,0.634,151.894,117367,4
NCTS,NEXT!,5hL2t5WyC9bibNDVkhVvDx,77,6BWtcMF39LT5Db5FT54YYG,68,['krushfunk'],46404,0.632,0.75,-2.219,0.0297,0.0894,0.0839,0.182,0.333,129.945,99692,4
(G)I-DLE,Super Lady,105qee9D4ARiRZPZDvGDoH,52,2AfmfGFbe0A0WsTYm0SDTx,75,['k-pop girl group'],9957033,0.795,0.869,-4.456,0.117,0.0927,0.0,0.109,0.528,121.933,152187,4
Shawn Mendes,Hallelujah,5Q6csOncSmExJREyIssHqe,63,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.338,0.263,-13.432,0.0346,0.816,0.000285,0.127,0.15,86.775,225647,3
TOMORROW X TOGETHER,Miracle,3FAmnX3nUGsue2TcNEnq0t,61,0ghlgldX5Dd6720Q3qFyQB,81,"['k-pop', 'k-pop boy group']",10759392,0.622,0.778,-5.884,0.0528,0.00739,0.0,0.0952,0.215,123.064,163886,4
junsmith,The Fill Bridge,5xssSoPosT4hd7Zae5lWab,32,050YRw872SwWuBZ1YLOzxM,33,[],227,0.625,0.752,-9.093,0.0523,0.922,0.836,0.116,0.521,147.999,138965,4
tuki.,アイモライモ,5d0dz0ekefZ243cWDGiDJ1,59,1Y5vJqABeI6QI6R95EDV6o,65,[],288677,0.606,0.556,-5.502,0.0438,0.326,0.0,0.118,0.358,148.19,255320,4
junsmith,The Blank,4c9fl6B4oTSOUm9NDZEmX5,32,050YRw872SwWuBZ1YLOzxM,33,[],227,0.977,0.286,-9.875,0.197,0.83,0.833,0.108,0.857,110.02,70820,4
Shawn Mendes,Rollin’ Right Along,0gDIsF458XtmsL67aYqSj7,63,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.535,0.442,-13.414,0.0491,0.75,0.00707,0.141,0.382,93.145,159449,4
BIANCO VELEZ,Party,1cRtvrg3obMXE8ls9Zxv1G,60,3r5dCyf2TGWQreILEV6hCk,46,[],12827,0.707,0.855,-3.459,0.303,0.257,0.0,0.0883,0.677,179.883,182000,4
JIMMY IRON,DO DO,7GglQ4soiIJmVoK9m5HeOu,32,3W24gH3AHzmMl6y2pXyPAl,33,[],265,0.759,0.927,-4.57,0.0534,0.246,1.97e-06,0.106,0.962,92.007,73413,4
BIG Naughty,High Fashion,1M8HfC4Ei6MlBtClnpLL9O,40,7cEaNXXTHx3LokbjUUyHal,59,['k-pop ballad'],420307,0.462,0.698,-8.546,0.326,0.156,0.0,0.0831,0.663,99.009,186949,4
Lil Tecca,TASTE,3IM6Cc6bK88qFYXrF8wh8t,69,4Ga1P7PMIsmqEZqhYZQgDo,83,"['melodic rap', 'pluggnb', 'rap']",8109869,0.577,0.677,-6.13,0.0599,0.0436,0.0,0.678,0.23,124.102,170447,4
SEVENTEEN,LALALI,45xiC13XQsLhV57FxQLlLV,65,7nqOGRxlXj7N2JYbgNEjYH,82,"['k-pop', 'k-pop boy group']",12464291,0.841,0.836,-4.459,0.104,0.0426,2.47e-06,0.0555,0.833,119.972,171680,4
MARK,200,7rx73Y7UB1gy6bOLqJvsRe,59,70DFixYAFPv4Pf9kgSfR9O,53,['k-pop'],817731,0.537,0.816,-6.117,0.138,0.00104,5.02e-06,0.0974,0.648,155.916,164587,4
TimeFeveR,"REUNION MEGA MIX (feat. Cha jinhyuck, MOYO, Yyeon, Kang hankook, Damyoung, XIN, PiLO, KOONTA, Blue.D)",3sCalrI0FN3qZiMLkd8N7Y,34,3jswVC5CJkKeDp8ugPH42m,34,[],5378,0.741,0.582,-5.421,0.241,0.611,0.0,0.197,0.893,144.087,394337,4
Fujii Kaze,Feelin’ Go(o)d,1C22EnQawXuIsqgnnWcrMR,65,6bDWAcdtVR3WHz2xtiIPUi,74,['japanese teen pop'],3699687,0.604,0.763,-7.877,0.0571,0.0369,3.51e-05,0.0975,0.35,105.087,259472,4
Gopy a Mashal,Jor Jawani,3MWSx3V4D9fDIqSdUhM8wb,43,3FVLEfYLzWkKNybXEFSf7K,30,[],1885,0.865,0.65,-7.814,0.116,0.204,0.0,0.0976,0.711,126.984,138372,4
Linkin Park,From Zero (Intro),1uhces29ApKuQWFdpiUsvH,40,6XyY86QOPPrYVGvF9ch6wz,93,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",27712063,0.337,0.139,-18.884,0.165,0.621,5.2e-06,0.251,0.0,82.621,22174,3
JIMMY IRON,IRON METAL - R Mix Version,3aJRR0lJLDQ2yUk6juUIEW,31,3W24gH3AHzmMl6y2pXyPAl,33,[],265,0.787,0.7,-7.613,0.0484,0.00322,0.857,0.351,0.736,99.0,140441,4
DOYOUNG,17,7dQEQaqSRFRApHDl2avlT3,49,5IMXUzbeAyevQmvtOhXQGi,58,['k-pop'],816633,0.669,0.683,-4.897,0.0281,0.447,0.0,0.232,0.51,107.001,170533,4
JAEHYUN,Roses,6aSwH4whSmRnIZGwjXZS4C,55,0qQI2kmsvSe2ex9k94T5vu,68,[],940449,0.445,0.48,-6.448,0.0996,0.351,0.0,0.117,0.556,98.862,168093,4
aespa,Prologue,4oBpXs4KppprE6ql0Dmr2O,50,6YVMFz59CuY7ngCxTxjpxE,83,['k-pop girl group'],7122044,0.892,0.547,-4.742,0.0378,0.104,3.09e-06,0.157,0.952,108.997,194120,3
ATEEZ,Man on Fire,11CBpqQlKDOKY2HyqNuaNT,66,68KmkJeZGfwe1OUaivBa2L,76,"['k-pop', 'k-pop boy group']",4366567,0.834,0.706,-5.599,0.0726,0.0473,8.77e-05,0.0898,0.59,103.99,195788,4
RIIZE,Be My Next,6Xp1vthOday1YawafYlF23,37,2jOm3cYujQx6o1dxuiuqaX,68,['5th gen k-pop'],1011081,0.606,0.87,-4.576,0.0919,0.0223,0.0,0.339,0.743,142.144,199274,4
RJ Pasin,Lobster,02RJmcMqkQqbU1WamaJNid,73,3BTY807ipaaT6QHW1tHTt0,72,[],393758,0.562,0.453,-8.113,0.0396,0.0684,0.223,0.235,0.179,114.912,116870,4
Fuerza Regida,TÚ NAME,3FqUPvubYeRCMsdJ02QyZR,81,0ys2OFYzWYB5hRDLCsBqxt,91,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",12551411,0.76,0.747,-5.083,0.0282,0.0675,2.73e-06,0.309,0.884,128.912,152079,3
RIIZE,Impossible,3gPI0DkzvSHc5s21lIU5yv,45,2jOm3cYujQx6o1dxuiuqaX,68,['5th gen k-pop'],1011081,0.766,0.808,-4.327,0.1,0.00518,5.51e-06,0.072,0.819,128.005,182332,4
Charli xcx,Sympathy is a knife featuring ariana grande,3nQ24dxqvxZEVwlHTeuLz0,77,25uiPmTg16RbhZWAqwLBy5,87,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",4459627,0.711,0.603,-7.815,0.0405,0.0962,0.0,0.112,0.339,135.151,154127,4
Aida Redru,Que Vaya Bien,1ddP6ZWOFe7kWNVUrwRtjx,49,3Xoz7YMI4DBfoEJYVWc0JJ,47,[],14227,0.83,0.526,-6.246,0.179,0.851,0.00103,0.131,0.589,119.993,168000,4
MKKO,P.A.R.T,2h9MhLyUw62AcW01dxFYAs,31,5UE50cDq5mkem3neSNNYuR,34,[],232,0.802,0.879,-4.93,0.0355,0.00264,0.00165,0.0849,0.859,130.045,61257,4
OneRepublic,Sunshine,7qKIbKpRqsDoXG5vMK6fuT,71,5Pwc4xIPtQLFEnJriah9YJ,84,"['piano rock', 'pop']",17650892,0.694,0.876,-4.576,0.0357,0.167,0.0,0.278,0.769,140.12,163855,4
ENHYPEN,Moonstruck,3gYWGRS64XrGSrjD3vvtga,72,5t5FqBwTcgKTaWmfEbwQY9,82,"['anime', 'k-pop boy group']",10372495,0.64,0.627,-5.651,0.0369,0.227,0.0,0.0971,0.348,87.953,158660,4
Roh Yun Ha,Money Bag,2erEXLOZ8BrQGpuPcnPadc,34,4F0KZ0SXe4z5xrgX6TXAPy,42,['k-rap'],19376,0.939,0.677,-5.771,0.212,0.124,0.0,0.195,0.947,136.061,188715,4
Kenshi Yonezu,RED OUT,5sQUXxfkbDpauiEXFc4Rcr,61,1snhtMLeb2DYoMOcVbb8iB,75,"['anime', 'j-pop']",6368947,0.738,0.856,-7.268,0.0761,0.0317,4.42e-05,0.109,0.77,125.023,151627,4
Sān-Z,Burning Desires,4mx756ehrFAIky4IeJKOUa,65,4Ep9NXSZDTJzz6BIv24p5x,56,[],15482,0.753,0.918,-3.911,0.23,0.00499,0.000483,0.458,0.389,128.031,138750,4
ATEEZ,Selfish Waltz,4sgvhAD07BiE8H0gGbmaCk,67,68KmkJeZGfwe1OUaivBa2L,76,"['k-pop', 'k-pop boy group']",4366567,0.669,0.823,-4.471,0.0451,0.0617,1.48e-06,0.186,0.387,117.017,203654,4
SUNGJIN,I don’t wanna lose,7uwPRQhz2fykDfr9qSklz9,32,5ZQ96t8nPfBXYdZaXZwDHC,52,[],16936,0.491,0.514,-5.331,0.0305,0.495,0.0,0.147,0.239,135.856,207828,4
ATEEZ,DEEP DIVE,03Tzmt1mhEvadn5348cGVU,66,68KmkJeZGfwe1OUaivBa2L,76,"['k-pop', 'k-pop boy group']",4366567,0.785,0.755,-3.909,0.0645,0.0729,0.0,0.171,0.641,90.037,179188,4
ENHYPEN,Home,7yTn8YwfpEimufBe7uDtO7,66,5t5FqBwTcgKTaWmfEbwQY9,82,"['anime', 'k-pop boy group']",10372495,0.645,0.78,-3.206,0.0818,0.142,0.0,0.176,0.844,112.932,184230,4
QWER,Ferris Wheel,3FoJ70aZmejxNw4rJQSmgo,41,0XufO9nLOKNN0w0qNrDrZy,55,['5th gen k-pop'],155333,0.465,0.879,-2.215,0.0804,0.0761,0.0,0.12,0.532,164.852,220747,4
RM,Come back to me,1PT8hWQvl2gRO1JhDcSUqN,58,2auC28zjQyVTsiZKNgPRGs,76,['k-rap'],17197732,0.623,0.462,-7.82,0.0326,0.397,0.0115,0.0492,0.344,73.007,388960,4
Balming Tiger,Big Butt,5Ia2ATY9TFPbvkNgVtriDu,42,6vbKIm1WsvhMMDpthYONc1,48,['k-rap'],92431,0.826,0.692,-5.354,0.0707,0.553,0.000559,0.0813,0.712,115.988,216207,4
NCT WISH,Dunk Shot,5FotCNJEeRjXwLGsbtyS9t,46,4FqmqIspLaUGtxAFFLsZxc,59,['5th gen k-pop'],293017,0.614,0.834,-6.094,0.0721,0.0301,0.0,0.092,0.925,111.077,179427,4
Woody,I'm gonna change,5vfuJfkb777TwMGBCtEVlS,30,37ZY7eIcTT28id2jfq8WYw,45,['k-pop ballad'],58406,0.479,0.453,-6.196,0.0362,0.779,0.0,0.121,0.195,67.791,238173,4
David Guetta,Forever Young,3bg2qahpZmsg5wV2EMPXIk,77,1Cs0zKBU1kc0i8ypK3B9ai,90,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",26459590,0.558,0.655,-5.476,0.0379,0.208,0.0,0.0854,0.39,129.89,156923,4
Shawn Mendes,The Mountain,4WGAv8qVxMyb6APJKkTr7y,47,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.387,0.256,-14.116,0.0379,0.692,0.000312,0.116,0.45,92.016,175751,4
Stray Kids,JJAM,6eFvgzfw33acaeikKa3H1M,31,2dIgFjalVxs4ThymZ67YCE,86,"['k-pop', 'k-pop boy group', 'pop']",17410823,0.749,0.916,-2.004,0.219,0.031,0.0,0.24,0.543,170.049,185528,4
Cho Yong Pil,It’ll Be Okay,3aSizsRBTLW7NjuypC13fY,36,5j200KdlKsIVqjoSDIWycA,37,"['classic korean pop', 'korean singer-songwriter']",23941,0.441,0.794,-4.587,0.0407,0.0893,0.0,0.116,0.28,159.756,267094,4
MKKO,P.A.R.T - JA DI MIX Version,1gwbOl9X0sZTnyyvgit1JX,31,5UE50cDq5mkem3neSNNYuR,34,[],232,0.813,0.776,-5.313,0.0704,0.00033,0.0021,0.0515,0.904,130.003,61120,4
JVKE,next to you,1GmZgx9giHMoqXqYBqbtw7,67,164Uj4eKjl6zTBKfJLFKKK,77,"['modern indie pop', 'pov: indie', 'singer-songwriter pop']",5049749,0.315,0.412,-12.357,0.0419,0.651,0.000915,0.105,0.262,175.842,154934,3
OH MY GIRL,Classified,3zNqNoFNpPoXYrYJzCedzv,53,2019zR22qK2RBvCqtudBaI,55,"['k-pop', 'k-pop girl group']",1824241,0.618,0.752,-3.166,0.0544,0.252,0.0,0.0613,0.566,139.902,194840,4
MKKO,PPL TARCING,6syd6NBczz829xEqYD75o8,31,5UE50cDq5mkem3neSNNYuR,34,[],232,0.538,0.594,-6.489,0.12,0.0902,0.627,0.125,0.296,87.783,110891,4
Mark Ambor,Belong Together,5uQ7de4EWjb3rkcFxyEOpu,82,11p2E654TTU8e0nZWBR4AL,76,['singer-songwriter pop'],535627,0.646,0.668,-5.203,0.0282,0.491,0.0,0.212,0.64,90.969,148318,4
Shawn Mendes,Heart of Gold,6NTezfOjdfeuv1HDym5ik5,47,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.625,0.847,-6.778,0.0432,0.157,0.000308,0.127,0.406,135.143,171608,4
Tray B,Money Money,0c5GjJ3yUV6sE4BIrIZdrs,33,4GSbZvuTa6GeWVt4LtPzX5,40,[],3405,0.955,0.674,-6.607,0.0972,0.0116,0.0,0.105,0.409,124.988,138347,4
Stray Kids,Lose My Breath (Feat. Charlie Puth),2p4YaJMwtRjX2Ue15jNnLb,31,2dIgFjalVxs4ThymZ67YCE,86,"['k-pop', 'k-pop boy group', 'pop']",17410823,0.818,0.708,-5.181,0.109,0.17,0.0,0.157,0.594,133.062,166914,4
junsmith,Coastal Road,36o3ZOqdR25OelMUdwvqYo,31,050YRw872SwWuBZ1YLOzxM,33,[],227,0.67,0.717,-8.191,0.155,0.372,0.433,0.105,0.899,182.062,148139,4
Shawn Mendes,Why Why Why,6GO4PeFHmQRhrR5jyXUizz,40,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.582,0.753,-6.727,0.088,0.00531,1.25e-06,0.48,0.455,105.003,169041,4
HWASA,NA,4UVsqRoSys14kMLBfpJDTQ,62,7bmYpVgQub656uNTu6qGNQ,63,"['k-pop', 'korean talent show']",5258640,0.8,0.74,-6.444,0.0553,0.0191,8.83e-05,0.0635,0.792,127.031,163658,4
Shawn Mendes,That’s The Dream,5y2s427vKBljspX1HSWYpO,41,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.618,0.62,-11.469,0.0344,0.405,0.119,0.108,0.649,96.048,134228,4
Shawn Mendes,Who I Am,69jllLftanKVSHS9bGOhPr,41,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.493,0.255,-14.973,0.168,0.846,9.85e-06,0.408,0.428,100.614,100481,1
Shawn Mendes,Nobody Knows,0U9U7fjtJ3Ob6LCXsrrhor,38,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.331,0.423,-8.285,0.037,0.342,0.0,0.411,0.332,81.251,152240,4
KATSEYE,Touch (Holiday Version),1cmh5hGilxnY6VxtkwSmyA,46,3c0gDdb9lhnHGFtP4prQpn,75,['5th gen k-pop'],747802,0.644,0.812,-4.464,0.073,0.393,0.0,0.0982,0.556,167.026,130506,4
DAVICHI,Embrace,6ivzyHOOZEJFnuYGyM7sLl,34,4z6yrDz5GfKXkeQZjOaZdq,57,"['k-pop', 'korean pop']",703093,0.642,0.384,-6.005,0.0264,0.711,0.0,0.14,0.298,97.949,203760,4
100_ROKDAM,Luminance,46dVo3G5hhsfBrHOWkNexp,31,51pLRIBq1LPa9VsrNmWL4n,38,[],29,0.642,0.784,-7.519,0.0495,0.165,0.867,0.171,0.313,180.024,102750,4
Shawn Mendes,Isn’t That Enough,3zaEWXeKBsEtb1Ajex9xYZ,38,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.487,0.269,-9.925,0.0286,0.673,0.0,0.0974,0.209,130.048,164700,4
Charli xcx,365,5h68SoVFGleijCtjEja3xG,78,25uiPmTg16RbhZWAqwLBy5,87,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",4459627,0.761,0.856,-5.121,0.109,0.154,0.503,0.16,0.729,127.111,203618,4
Shawn Mendes,Heavy,1Xru4FhMRWBeMxnx2qFiw3,40,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.352,0.51,-7.484,0.0319,0.276,0.0,0.55,0.184,136.226,153986,4
Shawn Mendes,In Between,0yRR0OCCLFTbLJnEAjr6sF,38,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.577,0.181,-16.466,0.0543,0.834,1.98e-05,0.109,0.627,152.003,117367,4
Shawn Mendes,Hallelujah,1uw2yArj2WPAzF2kKJMgqq,39,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.317,0.265,-13.446,0.0377,0.817,0.00047,0.127,0.138,87.177,225647,3
Shawn Mendes,That’ll Be The Day,7BqUcEPtD4uFNgq5kYhF2t,39,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.743,0.307,-12.545,0.0527,0.795,0.000149,0.533,0.753,128.901,112007,4
Shawn Mendes,Rollin’ Right Along,3HGdkksYN3K5pvUMnsHa0V,37,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.512,0.458,-13.456,0.0509,0.742,0.00764,0.146,0.384,93.7,159449,4
TWICE,ONE SPARK,2iKjzgkS1kqid0QNS13q7N,31,7n2Ycct7Beij7Dj7meI4X0,79,"['k-pop', 'k-pop girl group', 'pop']",20974323,0.592,0.766,-4.928,0.0727,0.0151,0.0,0.753,0.413,169.005,183559,4
Dua Lipa,Training Season,5b5cPscqVEMChvDqscVw26,80,6M2wZ9GZgrQXHCFfjv46we,88,"['dance pop', 'pop', 'uk pop']",45047865,0.812,0.587,-4.483,0.0477,0.0349,2.64e-06,0.123,0.664,123.041,209488,4
¥$,FUK SUMN,4eIYnlcgI2chjQBuW1VRr7,72,4xPQFgDA5M2xa0ZGo5iIsv,78,[],849740,0.774,0.818,-2.825,0.145,0.127,0.0,0.0529,0.438,142.084,209577,4
ziproom,Dive,4KtyllItD3Dwp1EqPK9xXs,54,4JQhz5ellBUiuDgSc4xcCX,44,[],6506,0.897,0.589,-6.194,0.104,0.325,3.38e-06,0.0983,0.138,144.987,159927,4
TAEYONG,TAP,1JxRZB6gjp3nsn2jUIaXMs,68,6SKusTjOAPsTZ6kareKQdm,61,['k-pop'],1388254,0.804,0.873,-3.589,0.269,0.0176,0.00066,0.0375,0.853,87.94,157907,4
SUNGJIN,동화 속 아이처럼 Covered in Love,6YcFYVGB5j5aRzIMNvpLDY,32,5ZQ96t8nPfBXYdZaXZwDHC,52,[],16936,0.525,0.592,-5.111,0.05,0.164,0.0,0.322,0.514,171.854,179508,4
Jang Beom June,APT,0TNRmLrFczWafhZ21oqryQ,32,529ZdRwFoSKtQ0LPwKxGiu,41,"['korean pop', 'korean singer-songwriter']",185949,0.528,0.863,-4.492,0.0505,0.0816,0.0,0.351,0.719,154.94,203666,4
