artist_name,track_name,track_id,track_popularity,artist_id,artist_popularity,artist_genres,artist_followers,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Hoshimachi Suisei,ムーンライト,7fcEOJGsOOVyz8XeDwvLRZ,61,726WiFmWkohzodUxK3XjHX,65,['japanese vtuber'],440486,0.602,0.614,-6.545,0.241,0.387,0.0,0.339,0.847,178.183,179400,4
DJ FNK,Slide da Treme Melódica v2,6xBpb9zNWlRHTslOAe6kXF,76,7nM7RtPXQ6jwNlFTfPyZnA,65,[],93780,0.768,0.897,-0.522,0.126,0.0352,0.0,0.156,0.155,140.025,165121,4
QWER,Let’s Love,0u4W0lOcG2s68uPVxdTBGA,42,0XufO9nLOKNN0w0qNrDrZy,55,['5th gen k-pop'],155333,0.608,0.865,-3.281,0.0666,0.0161,0.0,0.0471,0.627,149.947,172547,4
Morgan Wallen,Love Somebody,7hR22TOX3RorxJPcsz5Wbo,86,4oUHIQIBe0LHzYfvXNW4QM,90,['contemporary country'],11177271,0.619,0.843,-5.348,0.0284,0.00948,0.000118,0.164,0.746,122.064,204829,4
Billie Eilish,L’AMOUR DE MA VIE,6fPan2saHdFaIHuTSatORv,82,6qqNVTkY8uBg9cP3Jd7DAH,96,"['art pop', 'pop']",102653261,0.467,0.392,-9.355,0.0908,0.2,0.0174,0.106,0.313,145.104,333987,4
aespa,Set The Tone,27LqJ29VMqwKQQC2CE9FHr,52,6YVMFz59CuY7ngCxTxjpxE,83,['k-pop girl group'],7122044,0.782,0.724,-4.093,0.0428,0.0259,1.01e-06,0.191,0.668,99.087,202533,4
Stray Kids,Chk Chk Boom,6SamtAW204PcYl2x3kwM8b,33,2dIgFjalVxs4ThymZ67YCE,86,"['k-pop', 'k-pop boy group', 'pop']",17410823,0.925,0.74,-2.677,0.123,0.161,0.0,0.0524,0.845,101.991,148051,4
HANRORO,H O M E,5E7MmixrLwGiOvEkAybNpr,36,5wVJpXzuKV6Xj7Yhsf2uYx,43,['k-indie'],26088,0.376,0.949,-1.814,0.0972,0.0843,0.0,0.289,0.65,179.936,231000,4
DAY6,The Power of Love,2oa3SNMLs4jcpguNnR9No5,36,5TnQc2N1iKlFjYD7CPGvFc,71,"['k-pop', 'k-pop boy group']",3452217,0.645,0.856,-3.138,0.0298,0.0012,0.0,0.38,0.51,126.019,202481,4
Men's Tear,AK47,58JkIC1jK1NZNSJeLXfpWt,35,3Kf9OnmHudWe9wrpPOtEtc,26,[],6875,0.868,0.823,-4.037,0.292,0.169,0.0,0.0892,0.482,100.014,160500,4
ZANDAM,D.A.M,0uHbj1XAp9ytqsU4xfE8Aw,33,2reHwLI3bY5c3dnDZCB3AB,33,[],274,0.554,0.787,-7.256,0.0422,0.000901,0.877,0.427,0.332,83.598,126955,4
Pepe Aguilar,Cuídamela Bien,0WNgUUri9HDc4WUvkvHqT5,74,03Yb3iBy9GCifXiATEFcit,73,"['banda', 'latin talent show', 'mariachi', 'musica mexicana', 'ranchera']",4584118,0.557,0.593,-6.778,0.0353,0.449,0.0,0.141,0.45,137.753,223442,3
Leellamarz,Let off steam,7KUb5GsTcXfpG0phkbL2mR,36,79g2STpP2iV1xfgHuhrhX0,54,"['k-rap', 'korean r&b']",232020,0.708,0.444,-8.144,0.0326,0.73,3.5e-06,0.288,0.566,115.034,219429,4
LISA,Moonlit Floor (Kiss Me),5G345YEhvleYxQLfYUlEFv,82,5L1lO4eRHmJ7a0Q6csE5cT,83,['k-pop'],9652514,0.734,0.787,-3.951,0.116,0.126,0.0,0.312,0.672,109.939,155757,4
CAMO,Ring Ring,0lJvkAuv7HLOz13qdmbpNx,44,2YkhzcYyxJvtl5W6pY0PuF,53,['korean r&b'],89613,0.752,0.643,-5.307,0.141,0.108,4.61e-06,0.129,0.636,165.088,171973,4
issey,MoeChakkaFire,76hvF0g4kesH2vZbpyeNS0,56,6NOuhUhXshepSHcBqwwZJt,52,[],23892,0.606,0.819,-4.874,0.102,0.0103,0.000172,0.0938,0.778,163.012,155982,4
DK,So you,3keXyvu1hnN63Lw8bUN3lh,36,4l7mkcB0cZgIQrcd2AsQI3,35,['k-pop ballad'],12827,0.459,0.608,-5.684,0.039,0.463,0.0,0.119,0.254,136.171,266507,4
MINHO,Affection,6sQfWNYjmrZdNfifLAXd0W,45,08uRwDeNv1d7FSwlOUZdSn,54,['k-pop'],220857,0.724,0.706,-7.087,0.163,0.392,8.73e-05,0.544,0.737,104.908,167720,4
Stell,Room - Stripped,6fwpkEZRQZ8Kr5Ws4q0Kyn,52,4bpUKZGsImgabgDABbThr0,53,[],91664,0.655,0.409,-7.783,0.044,0.262,0.0,0.0862,0.351,98.044,243853,4
MINHO,Round Kick,2uYhZvTeXB7mXAkWgoSvWN,44,08uRwDeNv1d7FSwlOUZdSn,54,['k-pop'],220857,0.769,0.714,-5.95,0.0387,0.0435,0.0,0.301,0.371,107.016,197027,4
ONEW,All Day,5jy2Rrm3DrO7dUXCUxu62R,40,7sZ5ipSoboWdqXkdj6AXHo,51,['k-pop'],449504,0.613,0.808,-3.649,0.0935,0.144,0.0,0.118,0.395,95.062,147387,4
Tophyun,T's Romance,2y7gIe8OxxVFcnA6lTNZ43,38,4g7R2X5sUsylJwYxnfwCJR,38,['k-pop ballad'],17709,0.669,0.629,-5.187,0.0396,0.813,0.0,0.178,0.678,89.938,174907,4
YANGHONGWON,24YB (Intro),5VFCXa64nmh1ivo8cKmqjy,35,1SsVqqC31h54Hg08g7uQhM,49,"['k-rap', 'korean underground rap']",99792,0.891,0.758,-5.256,0.164,0.621,0.022,0.124,0.402,120.016,83240,4
紫 今,魔性の女A,5HxH3gGdJx18CUuCFg61Lg,56,0iWST9kIo1KHBRQ5mYAqmY,46,[],31512,0.607,0.853,-4.989,0.0633,0.128,0.0,0.217,0.431,120.083,220833,4
KISS OF LIFE,Back To Me,421MeODimwUOz9IaK8EKU6,57,4TEK9tIkcoxib4GxT3O4ky,76,"['5th gen k-pop', 'k-pop girl group']",1536088,0.651,0.718,-4.204,0.0353,0.0104,5.02e-05,0.0991,0.951,125.943,170187,4
Henry Moodie,pick up the phone,6Z1IBgysq1FfSzhQWUdvAc,64,7hr9W3IjXcm3UlLY7guLk5,68,['singer-songwriter pop'],660633,0.536,0.642,-5.072,0.0398,0.224,0.0,0.146,0.424,177.977,145219,4
NMIXX,BEAT BEAT,1Tt3WS4RRDqH19CtfGVklx,40,28ot3wh4oNmoFOdVajibBl,68,"['k-pop', 'k-pop girl group']",3263529,0.711,0.851,-3.428,0.0941,0.161,0.0,0.103,0.787,148.061,168840,4
MINHO,I Don’t Miss You,1ETmOXKpVXtpa4dHYdGdN3,45,08uRwDeNv1d7FSwlOUZdSn,54,['k-pop'],220857,0.605,0.644,-6.006,0.0509,0.449,4.28e-06,0.187,0.656,91.075,186400,4
Lee Moon Sae,My Blues,4hFFvrNi0MP7SY6k7DjcnA,26,2eVlgLy3Aym09gM3dqx6cq,48,"['classic korean pop', 'korean pop']",202988,0.543,0.467,-7.422,0.0353,0.358,0.000997,0.11,0.417,187.821,224576,3
TAEYEON,Heaven,1fCKxY62wMnayTNSr3S3GN,54,3qNVuliS40BLgXGxhdBdqu,69,['k-pop'],2972527,0.52,0.899,-3.721,0.191,0.115,0.0,0.103,0.672,114.108,152641,4
NCT WISH,Tears Are Falling - Korean Version,4hmVSpc2AK4RKSPdATITbL,46,4FqmqIspLaUGtxAFFLsZxc,59,['5th gen k-pop'],293017,0.698,0.63,-7.002,0.111,0.111,1.19e-05,0.0873,0.637,170.107,185307,4
Regina Song,the cutest pair,0VVD95cRAppHSOGPYrfIG2,72,3Y7gOnKYWfQlEdgXag0Z6W,60,[],78707,0.747,0.475,-9.498,0.037,0.817,0.0,0.211,0.331,99.973,158400,4
Cho Jang Hyuck,Shaving,4YoUYbCNMcVLcL3cr5KLFt,35,7KbzPMRhUFtaSynZ4Oim5Q,30,[],2815,0.549,0.651,-3.945,0.0308,0.448,0.0,0.0738,0.455,138.114,251707,4
ATEEZ,WORK,2v5P8pSXa4fdaTHWvJexwl,33,68KmkJeZGfwe1OUaivBa2L,76,"['k-pop', 'k-pop boy group']",4366567,0.906,0.761,-5.17,0.0946,0.0136,0.0,0.0724,0.635,100.002,172382,4
Jeong Dong Won,Loop of Love (Inst.),62WWrCxnw2NMb3ruZz5zpF,10,7fB8Qn00ToFmUY3mAJJSki,44,['trot'],11552,0.513,0.359,-12.223,0.0249,0.0183,0.699,0.234,0.279,73.036,230160,4
Clairo,Juna,2mWfVxEo4xZYDaz0v7hYrN,80,3l0CmX0FuQjFxr8SK7Vqag,82,"['bedroom pop', 'indie pop', 'pov: indie']",5482831,0.606,0.714,-6.244,0.0339,0.238,0.098,0.106,0.448,141.512,195110,4
Kobo Kanaeru,HELP!!,2sb0MPuym9pDaru5M2DHsU,57,6AjW1aE0OlIoRGdnwbHgP2,53,['indonesian hyperpop'],427054,0.773,0.822,-5.969,0.0364,0.00867,7.95e-05,0.0891,0.865,114.982,187795,4
Shawn Mendes,Heart of Gold,69YhwaZE5OTsijIt3Gp6P2,70,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.625,0.855,-6.796,0.0455,0.149,0.000768,0.139,0.4,135.117,171608,4
NMIXX,Run For Roses,0dblbu76nrw0OxCE9vTf8p,41,28ot3wh4oNmoFOdVajibBl,68,"['k-pop', 'k-pop girl group']",3263529,0.672,0.765,-4.147,0.0413,0.356,0.0,0.188,0.629,91.952,215293,4
Taylor Swift,I Can Do It With a Broken Heart,4q5YezDOIPcoLr8R81x9qy,83,06HL4z0CvFAxyc27GXpf02,100,['pop'],126569203,0.701,0.751,-8.39,0.0502,0.123,0.0,0.15,0.22,129.994,218005,4
tuki.,愛の賞味期限,1tMKcu6AdZWytIqkT4EisT,59,1Y5vJqABeI6QI6R95EDV6o,65,[],288677,0.466,0.799,-3.932,0.0401,0.232,0.0,0.297,0.372,184.969,216227,4
BTOB,Please Stay,4NpJ91T1d41WxnWdyAcl4Q,50,2hcsKca6hCfFMwwdbFvenJ,56,"['k-pop', 'k-pop boy group']",1506461,0.478,0.617,-4.283,0.0289,0.181,0.0,0.12,0.33,77.926,201053,4
ITZY,UNTOUCHABLE,1cSh61cAJBP25IsXo59V2S,32,2KC9Qb60EaY0kW4eH68vr3,73,"['k-pop', 'k-pop girl group']",7864098,0.762,0.9,-3.257,0.127,0.221,0.0,0.0837,0.674,105.01,194093,4
JIMMY IRON,IRON METAL,7gyfPtHsUslXatyDEF9xtF,32,3W24gH3AHzmMl6y2pXyPAl,33,[],265,0.743,0.904,-6.155,0.0401,0.004,0.483,0.168,0.741,99.033,141280,4
CAMO,Only You (feat. Leellamarz),4bZWaYrrY1zss6l63MRmJp,32,2YkhzcYyxJvtl5W6pY0PuF,53,['korean r&b'],89613,0.673,0.748,-5.433,0.0328,0.168,0.0,0.124,0.512,142.019,207040,4
Mujabee,Disc B,7HvZWYw2X72qJzbWB5gCQD,32,3yWMQizJ6CFwrZZOFXv0mo,34,[],460,0.672,0.39,-9.902,0.0744,0.959,0.85,0.109,0.586,185.9,124181,4
JxW,Last night (Guitar by Park Juwon),0Qh8dlEJ3jVWk57Ql6XrdS,64,7GvlsjcgBrsE578yghOq7D,54,[],152049,0.744,0.733,-5.809,0.0706,0.227,6.6e-05,0.248,0.588,101.934,176960,4
xxanteria,FUNKED UP - SLOWED,4VL5XwfATZuAVTW471Wpro,77,4nl0CCx6PpEOOr2Z2ThPdp,69,"['krushfunk', 'sped up']",430622,0.755,0.927,0.254,0.0645,0.00288,0.925,0.0567,0.702,109.952,115348,4
Jon Fredo,FERRARI,5F7LKlsjrQ1r75VMwlmNQ5,43,7N2PvRIldJ1yxXKj1usx3k,31,[],2753,0.798,0.514,-7.32,0.304,0.195,0.0,0.112,0.623,89.963,138726,4
TWS,Oh Mymy : 7s,0oasRG0i7nOHdj6sIe6B80,55,4GgBKgxhc649frZDHcXIEz,61,['5th gen k-pop'],451484,0.872,0.573,-5.881,0.0495,0.0678,0.0,0.124,0.684,109.003,189973,4
MINHO,Would You Mind,2HHaRknBSkRtjgZdag2n9d,44,08uRwDeNv1d7FSwlOUZdSn,54,['k-pop'],220857,0.674,0.491,-6.21,0.0347,0.391,1.1e-06,0.0952,0.58,101.926,180533,4
Hwagok-dong green frog,Remember Me,6TJ6kw1jj1quL6pD8ghuTe,35,6JsXtC4vDIRzB4LXkrsWkL,21,[],395,0.436,0.411,-6.875,0.0459,0.548,0.0,0.156,0.28,131.931,216364,4
Tiara Andini,Bukan Untukku,4b3k28lrqT1YxyV6z6qEpe,68,0kPb52ySN2k9P6wEZPTUzm,74,['indonesian pop'],8145031,0.319,0.478,-7.185,0.0301,0.781,1.03e-05,0.179,0.363,131.519,232880,4
OFFICIAL HIGE DANDISM,Subtitle,2fVh6ttCTTEkoFuGCAyItt,46,5Vo1hnCRmCM6M4thZCInCj,73,"['anime', 'anime rock', 'j-pop']",6812479,0.645,0.686,-6.492,0.0388,0.0323,0.0,0.112,0.383,129.998,304556,4
aespa,BAHAMA,67yDGKXKIkyBhwbey8AmEU,55,6YVMFz59CuY7ngCxTxjpxE,83,['k-pop girl group'],7122044,0.767,0.78,-5.47,0.0426,0.155,0.000159,0.099,0.661,120.025,190533,4
JVKE,her,6G9YlbU3ByPJQvOFDRdwyM,72,164Uj4eKjl6zTBKfJLFKKK,77,"['modern indie pop', 'pov: indie', 'singer-songwriter pop']",5049749,0.434,0.589,-5.529,0.0342,0.932,0.00022,0.496,0.582,143.728,142512,4
HAEWON,Maru is a Puppy,4jN7CjfuAltgcjeL4G8ovZ,39,4suGbXz0FM8bO6YeC0E9no,25,[],3415,0.884,0.428,-4.325,0.098,0.822,6.76e-05,0.147,0.329,140.021,183680,4
Tray B,Let's Go (feat. Fleeky Bang),0Qe1QL74zOCXXsjocELGcJ,36,4GSbZvuTa6GeWVt4LtPzX5,40,[],3405,0.95,0.921,-4.551,0.154,0.00931,0.0,0.309,0.85,137.08,176131,4
Y-LO,The Smoke Aranger,3JEWZTtimPo1IH4JXSrH91,32,6wgia3IsYr7B5RctDJKjFF,34,[],449,0.749,0.422,-11.95,0.0994,0.0522,0.845,0.0731,0.711,91.017,169413,4
DJ Snake,Diana (with Hamza),2c3MBL8fpnhzBGHFJWQ8yU,67,540vIaP2JwjQb9dm3aArA4,79,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",8928482,0.694,0.536,-7.439,0.0923,0.254,0.00305,0.184,0.118,105.968,249116,4
natori,メロドラマ,5tbjzfU2ATpTT16qR30bKa,62,6WmXWHmfBMhupyIs8MSqtu,68,['japanese teen pop'],908940,0.763,0.78,-5.963,0.0452,0.0425,4.84e-06,0.102,0.88,98.992,227576,4
YANGHONGWON,Well…?,4dIhOd9VXoBDsq1RUO6rvK,35,1SsVqqC31h54Hg08g7uQhM,49,"['k-rap', 'korean underground rap']",99792,0.719,0.916,-5.152,0.0334,0.0571,0.00158,0.0822,0.88,119.376,140733,4
KISS OF LIFE,Maestro of My Heart (Prod. Czaer),4RNpWVTCjYeNYaPonXE8sT,59,4TEK9tIkcoxib4GxT3O4ky,76,"['5th gen k-pop', 'k-pop girl group']",1536088,0.556,0.926,-3.469,0.112,0.0106,0.0,0.255,0.39,150.239,183067,4
張哲瀚,90s,4XGS8VdAeiwLuboRTK9ywC,67,1DMI6oQrrt8rVMVN83jXA7,64,[],55991,0.528,0.674,-7.436,0.0631,0.0768,2.2e-06,0.11,0.325,103.795,184320,4
Billie Eilish,BLUE,2prqm9sPLj10B4Wg0wE5x9,82,6qqNVTkY8uBg9cP3Jd7DAH,96,"['art pop', 'pop']",102653261,0.349,0.337,-10.671,0.0407,0.29,0.172,0.139,0.0365,142.01,343120,4
Sik-K,TRAP (feat. Jimmy Paige),4UeC5HQcDIPTdEDi51WAhX,41,5DIi2JWfQPTKffaVBlIYRn,55,"['k-rap', 'korean r&b']",450343,0.903,0.588,-6.328,0.409,0.338,2.49e-05,0.101,0.0563,142.038,234507,4
Ogryzek,AURA,2TNv2GxMpIO8AyPiD7TLxj,77,1Sdc6ySbIvzO0X9vbyHzWm,75,"['krushfunk', 'polish phonk']",206494,0.349,0.767,-5.161,0.0305,0.000695,0.764,0.131,0.311,179.971,115906,4
Y-LO,BEST TOOLS,5jYgn2DK00742Xv7FGyf4i,32,6wgia3IsYr7B5RctDJKjFF,34,[],449,0.755,0.631,-8.677,0.087,0.107,0.884,0.0956,0.848,94.978,141856,4
友成空,睨めっ娘,2SL6pRmKNyug2DqhoVjVXq,61,2UMMVk4WPg6pKXQGvufnuG,54,[],66495,0.74,0.733,-3.519,0.0563,0.00544,4.8e-06,0.0685,0.878,165.029,159000,4
Doechii,NISSAN ALTIMA,0fsgieABBLYkx6rk5N3JUD,68,4E2rKHVDssGJm2SCDOMMJB,77,['alternative r&b'],696924,0.975,0.71,-5.14,0.198,0.0954,3e-05,0.0845,0.314,117.021,128132,4
KISS OF LIFE,Too Many Alex,18mNgpNYZu7WwbLUH0uIqb,56,4TEK9tIkcoxib4GxT3O4ky,76,"['5th gen k-pop', 'k-pop girl group']",1536088,0.776,0.951,-2.608,0.221,0.0739,6.84e-05,0.0738,0.767,100.03,156347,4
Imagine Dragons,Enemy with JID (Opening Title Version) (from the series Arcane League of Legends),3s7IKFITafjRpv06BZyEoD,53,53XhwfbYqKCa1cC15pYq2q,89,"['modern rock', 'pop', 'rock']",55327501,0.58,0.729,-6.686,0.052,0.0113,0.0,0.118,0.303,77.028,186133,4
Shawn Mendes,Who I Am,51Mmmd7P1ETIqTTt2WtUrS,67,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.371,0.25,-14.996,0.277,0.846,5.23e-06,0.399,0.455,200.182,100481,4
Jukjae,Monologue,23xzKOM5lrBxoVM4s62idv,39,7bWYN0sHvyH7yv1uefX07U,48,['korean pop'],110947,0.54,0.615,-7.68,0.0304,0.617,0.566,0.0999,0.213,119.722,250080,4
NO:EL,Cold winter,05rtraXV60p22qXHmy2Agu,32,3S79khDmqHqH3SudDjO6dV,43,['k-rap'],136959,0.52,0.779,-4.036,0.061,0.378,0.0,0.122,0.407,160.118,220524,4
Sabrina Carpenter,Coincidence,5oIVNm56t6OIf9ZjdEG3ud,82,74KM79TiuVKeVCqs8QtB0B,94,['pop'],15277523,0.418,0.815,-6.216,0.125,0.362,0.0,0.125,0.758,77.862,164203,4
UMI,wherever u r (ft. V of BTS),6vt0ZVQyX3Oq3BNR1W5Pdo,54,4ClziihVpBeFXNyDH83Lde,62,"['alternative r&b', 'bedroom soul']",1037539,0.642,0.434,-9.178,0.0558,0.78,3.01e-06,0.109,0.484,104.846,153035,3
KATSEYE,"Flame (from the Netflix Series ""Jentry Chau vs the Underworld"")",5tw1Ob0E4iRY8pjvgFk7oU,55,3c0gDdb9lhnHGFtP4prQpn,75,['5th gen k-pop'],747802,0.656,0.805,-6.786,0.0817,0.0504,4.34e-06,0.497,0.533,149.924,134509,4
yung kai,blue,3be9ACTxtcL6Zm4vJRUiPG,77,6zO1dZ40fTZ5hY9NnnRJSk,67,[],169143,0.746,0.317,-11.982,0.0342,0.933,0.0186,0.121,0.585,97.49,214357,3
Lee Moon Sae,Love even in goodbyes (Inst.),1rOxakbbJxqo0v8N7s19Je,21,2eVlgLy3Aym09gM3dqx6cq,48,"['classic korean pop', 'korean pop']",202988,0.223,0.133,-15.708,0.0372,0.727,0.766,0.345,0.0946,113.551,213568,4
Shawn Mendes,Why Why Why,0kPIcJ1Mp6m9AR9Y7UnMLR,68,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.576,0.758,-6.71,0.0935,0.00508,2e-06,0.43,0.421,104.999,169041,4
Yebit,Only You,3Mt6BKkyUfbuJwjEurTeYr,36,7zdCvtTQdMCj37CuQxkyQf,37,['k-indie'],24954,0.35,0.495,-8.743,0.0348,0.354,0.000391,0.102,0.283,151.502,226867,4
Alan Walker,Avalon,5tEeiYkDyA3Z5h9rbrl4fT,66,7vk5e3vY1uw9plTHJAMwjN,82,['electro house'],39779785,0.518,0.573,-7.623,0.0372,0.00526,7.12e-06,0.0684,0.118,91.859,136421,4
IU,Love wins all,53g7ZIvZE47H9pwXPFYMCH,51,3HqSLMAZ3g3d5poNaI7GOU,71,"['k-pop', 'pop']",8897106,0.509,0.447,-5.886,0.0311,0.821,0.0,0.0986,0.288,101.062,271080,4
NMIXX,SICKUHH (Feat. Kid Milli),2RmiB0RJPAfpXrLrmNzaAm,38,28ot3wh4oNmoFOdVajibBl,68,"['k-pop', 'k-pop girl group']",3263529,0.83,0.738,-4.518,0.306,0.000781,0.0,0.0904,0.833,138.102,159320,4
Artist GodGun,stop nagging,7mTfjj84e5HrzjPelVN4wH,32,2ZWWCpvC2UE2tJ4iNDiF98,19,[],3,0.874,0.143,-11.693,0.083,0.922,0.563,0.0655,0.962,140.062,85754,4
Shawn Mendes,That’s The Dream,6z3QR98RmvNAf2xwPDMVBV,66,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.615,0.615,-11.492,0.0345,0.329,0.0414,0.11,0.608,96.044,134228,4
Hitsujibungaku,Burning,0DCUrM5omLum9e4UXCKhEM,63,6S8w5rLsEwjN21jQeRES0n,61,"['j-pop', 'j-rock', 'japanese alternative rock']",323954,0.533,0.907,-2.281,0.0757,0.00166,0.0736,0.288,0.629,95.918,231250,4
Jordan Adetunji,KEHLANI,2hrycoFU1mZw6YPvMcn8yC,84,0jPHHnU8GUWEF7rwPE9osY,72,['irish hip hop'],203718,0.645,0.634,-3.769,0.0341,0.158,3.78e-06,0.0908,0.352,160.017,122361,4
BIG Naughty,Downtown,2oJUNrIYoyKlTwXZRE1sjC,39,7cEaNXXTHx3LokbjUUyHal,59,['k-pop ballad'],420307,0.733,0.522,-9.554,0.0461,0.0207,4.48e-05,0.11,0.275,110.007,164313,4
Woody,When you alone,3p6aAa50gOAzb6QAOuYNb2,37,37ZY7eIcTT28id2jfq8WYw,45,['k-pop ballad'],58406,0.447,0.715,-2.792,0.0638,0.0209,0.0,0.103,0.374,180.791,180680,4
Bryant Barnes,I'd Rather Pretend,4rJHH484bHZDts51o5i2CB,74,1URGXPcURc0aQzLeph65nK,68,['bedroom r&b'],394703,0.56,0.346,-9.798,0.0293,0.926,0.0256,0.116,0.271,129.901,184560,4
niko rain,Stay A While,6cesZZFaBFa4Nj5U2mFtdt,61,3bIDVpODlxr80Gj7EAEXkV,51,['game mood'],11203,0.732,0.731,-5.905,0.048,0.249,0.0,0.213,0.749,126.024,168571,4
TOIL,don't leave me,5Fb64pKATb2BrH4yMPHkW3,38,698zn8fEOIr1OrfqG4283S,48,[],127791,0.636,0.594,-6.463,0.0267,0.353,0.0,0.137,0.591,130.008,183093,4
ロクデナシ,Albireo,4TAoC3ZUZB6iUu1nUa92Al,50,4kpQdAU7yPjqtiJsFcBTBb,64,['japanese viral pop'],315681,0.601,0.866,-5.13,0.0511,0.0193,6.25e-06,0.435,0.748,144.014,207812,4
Gunna,on one tonight,6EUcP55GlbmsmCzfL2vxtZ,82,2hlmm7s2ICUX0LVIhVFlZQ,88,"['atl hip hop', 'melodic rap', 'rap', 'trap']",8373781,0.887,0.727,-4.318,0.135,0.381,1.16e-06,0.213,0.932,130.035,90760,4
Lil Tecca,NUMBER 2,3p1coqZaHyGvFVLb7EmmeE,74,4Ga1P7PMIsmqEZqhYZQgDo,83,"['melodic rap', 'pluggnb', 'rap']",8109869,0.64,0.635,-4.758,0.0345,0.0543,0.0,0.113,0.141,125.007,137904,4
HYUN SEO,In the summer,4KxHX3l7QaXqoAGXobeLop,34,5Thqo7OXD8aLIGAn9KLCsl,32,[],3421,0.706,0.614,-5.149,0.0334,0.0441,0.0,0.149,0.757,104.011,197885,4
RIIZE,Honestly,3CwhA9cmLK88kGd6VwNiuz,44,2jOm3cYujQx6o1dxuiuqaX,68,['5th gen k-pop'],1011081,0.594,0.547,-7.446,0.0286,0.0033,0.0,0.0951,0.38,145.994,194090,4
Lee Moon Sae,My Blues (Inst.),5P5i3nwkXXNwWlkA6Y69Ok,17,2eVlgLy3Aym09gM3dqx6cq,48,"['classic korean pop', 'korean pop']",202988,0.615,0.359,-8.273,0.0412,0.389,0.932,0.11,0.382,187.913,224576,3
D.O.,Simple Joys,5PE5szcHT0tkEROctJKnmu,53,2CQZr2RPZmrcvDnaod1ldC,66,['k-pop'],2019555,0.638,0.526,-7.089,0.229,0.331,0.0,0.0767,0.707,117.109,175160,4
A$AP Rocky,Tailor Swif,5xMjhZKSo8yh5r9b5vrYRr,74,13ubrt8QOOCPljQ2FL1Kca,86,"['east coast hip hop', 'hip hop', 'rap']",15363272,0.824,0.527,-5.506,0.118,0.149,0.0,0.368,0.212,77.499,155391,4
Ayatsuno Yuni,SUPADOPA,7I5rvgsnSbyB2jJMfrYaC0,40,2pnqC8FDHGWKNoye4DKvmb,28,[],7339,0.869,0.873,-3.341,0.114,0.222,0.000173,0.0449,0.911,157.913,151600,4
Y-LO,Break Bed,6pqTuL0vPQE8nfJEvVbLb4,32,6wgia3IsYr7B5RctDJKjFF,34,[],449,0.756,0.226,-13.258,0.339,0.411,0.957,0.12,0.355,95.041,134526,4
SUNMI,Balloon in Love,3x6unDluyCL4v5AeGrAVGA,48,6MoXcK2GyGg7FIyxPU5yW6,57,['k-pop'],2615173,0.622,0.814,-3.937,0.0352,0.073,0.00343,0.121,0.392,132.953,194093,4
junsmith,A Different World,0FfpG2MGhwhEkWDzQf1slK,32,050YRw872SwWuBZ1YLOzxM,33,[],227,0.813,0.506,-9.165,0.104,0.94,0.663,0.105,0.746,148.013,117547,4
YANGHONGWON,SAHARA,1ajXUIVrPdWBeskIrHrYUt,34,1SsVqqC31h54Hg08g7uQhM,49,"['k-rap', 'korean underground rap']",99792,0.735,0.636,-4.517,0.0438,0.0545,0.0,0.0492,0.727,91.968,183600,4
Shawn Mendes,Nobody Knows,1tp5wevVu8psITUxEuBGtk,65,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.419,0.441,-8.271,0.0323,0.388,0.0,0.418,0.356,110.067,152240,3
Tray B,Super Star,21nvE8SW8tvpIDqXeHX72y,34,4GSbZvuTa6GeWVt4LtPzX5,40,[],3405,0.769,0.894,-3.582,0.0337,0.212,0.0,0.35,0.877,132.036,150229,4
NO:EL,BXXCH,5YljdspJiLWYeH8nnu1jMo,30,3S79khDmqHqH3SudDjO6dV,43,['k-rap'],136959,0.585,0.803,-4.131,0.32,0.216,0.0,0.395,0.653,155.985,213591,4
N.Flying,Star,7uG8ZxJPQt6BMN0OE5sxYR,55,2ZmXexIJAD7PgABrj0qQRb,53,"['k-pop', 'k-pop boy group', 'k-rock']",859932,0.584,0.85,-4.06,0.039,0.0102,0.0,0.0977,0.412,135.98,218042,4
Shawn Mendes,That’ll Be The Day,0HPABADFC4UBeWP0cFUsHI,65,7n2wHs1TKAczGzO7Dd2rGr,86,"['canadian pop', 'pop', 'viral pop']",43732800,0.744,0.311,-12.539,0.0539,0.824,0.000219,0.355,0.754,128.876,112007,4
Loossemble,TTYL,3AXryyinIY17WLddIcNjwT,68,1kbVoxpFh1eDOXumLmVdKY,57,['5th gen k-pop'],189779,0.593,0.97,-1.801,0.0602,0.0309,1.43e-05,0.273,0.891,144.018,183787,4
MXCCREE,X-TALI,6yIkBXij6NSjmRGRpQupqO,73,7qIgmxSjoXEeifSVDh8nIt,62,[],8115,0.488,0.964,0.379,0.0607,0.0116,1.39e-05,0.371,0.111,135.992,72353,4
