danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.597,0.82,-2.529,0.0582,0.0328,0.0,0.119,0.576,119.969,6OqdF0vHI9xkqswI7EK0cD,236787,4
0.553,0.795,-4.001,0.0436,0.22,0.0,0.358,0.389,116.765,5Qug2Ewwf5yuAt61P2KiO7,282147,3
0.615,0.733,-4.808,0.0335,0.152,0.0,0.109,0.796,122.58,4fIWvT19w9PR0VVBuPYpWA,244587,4
0.755,0.837,-2.718,0.142,0.0991,0.0,0.289,0.714,120.028,0HPD5WQqrq7wPWR7P7Dw1i,199693,4
0.802,0.556,-5.395,0.0418,0.0339,0.0,0.0958,0.158,120.047,77fP7UixHMYEIFT8NS92Ul,261413,4
0.48,0.486,-5.754,0.0447,0.0469,0.0,0.107,0.265,80.051,3rMsX63C0IZVnOT5LGYoTH,227533,4
0.449,0.956,-4.011,0.0398,0.000347,0.0,0.325,0.321,97.011,5FuBPXQZyBXvlnra6Bv3SR,226640,4
0.492,0.641,-5.296,0.0448,0.459,0.0,0.0809,0.235,76.07,2DWO9x9rhszjJsabuPqp8P,242093,4
0.381,0.596,-5.76,0.0394,0.432,0.0,0.126,0.459,72.439,1pI69oVKfYz2ZWUzVSIKY1,141253,4
0.531,0.574,-6.693,0.113,0.114,0.0308,0.256,0.272,115.68,2DHc2e5bBn4UzY0ENVFrUl,232467,5
0.691,0.853,-2.528,0.0372,0.0631,6.7e-05,0.082,0.762,145.999,6eDApnV9Jdb1nYahOlbbUh,215867,4
0.555,0.75,-4.424,0.204,0.159,0.0,0.274,0.726,86.84,69ghzc538EQSVon2Gm3wrr,229107,4
0.637,0.701,-5.018,0.0412,0.0625,0.0,0.175,0.466,161.476,66cQXuWUSM6vcfRxAPVTtf,221773,4
0.563,0.75,-4.496,0.127,0.113,0.0,0.0788,0.812,173.909,60jzFy6Nn4M0iD1d94oteF,222920,4
0.473,0.799,-4.798,0.0483,0.0738,0.0,0.121,0.506,155.892,3URKVmDz5tkE7AfkQLWEeL,227720,4
0.64,0.6,-8.534,0.0318,0.0795,1.5e-06,0.106,0.593,84.969,7LrZ3SczM7zlUkVlhevPp2,172227,4
0.459,0.545,-4.874,0.0282,0.142,0.0,0.105,0.194,137.941,6ZfXA2xakAvphXOSOJ3u1W,248587,3
0.826,0.612,-3.891,0.0982,0.00681,0.0,0.0889,0.756,120.057,6vc2Jq2vaGu8z326kSrw92,187133,4
0.624,0.86,-3.129,0.043,0.0119,0.0,0.0598,0.521,110.018,3pt4BDnaMo2vznoVSv7b2y,199693,4
0.467,0.195,-9.281,0.0656,0.924,0.0,0.138,0.288,75.896,1rc7RzuBYQ9KZIntUyEAVb,219613,4
0.476,0.84,-2.259,0.058,0.11,0.0,0.046,0.648,156.254,1Fo2N5iXRi37maMboaig7O,177253,4
0.628,0.922,-4.638,0.0759,0.0055,3.69e-06,0.181,0.532,119.005,0LpE5tfNe15QLvQL4YDi7T,294227,4
0.78,0.572,-5.999,0.0316,0.363,0.000457,0.0787,0.863,107.067,3daDd8yhWLgeWyCeZp9eIj,192853,4
0.729,0.675,-5.292,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036,0WCiI0ddWiu5F2kSHgfw5S,215200,4
0.503,0.648,-6.243,0.027,0.227,0.00124,0.378,0.39,147.942,2Y48Q7HryWdPJZypJotjlJ,391853,4
0.674,0.943,-3.413,0.0408,0.0159,0.0,0.504,0.856,118.06,5cQIrML7iJEUsOCNsHqWlB,205613,4
0.789,0.706,-4.233,0.0429,0.112,1.71e-05,0.0586,0.638,125.918,2ENexcMEMsYk0rVJigVD3i,235493,4
0.501,0.809,-5.264,0.0938,0.0338,0.00602,0.119,0.258,149.964,456WNXWhDwYOSf5SpTuqxd,252819,4
0.56,0.925,-5.48,0.0362,0.0372,0.0,0.104,0.178,135.009,5bvgRxco3jgSZ3SP8rueDA,339853,4
0.452,0.563,-6.607,0.0272,0.144,0.0,0.143,0.209,137.715,7JIuqL4ZqkpfGKQhYlrirs,267653,3
0.7,0.709,-5.006,0.0838,0.0048,0.0,0.029,0.624,122.019,1gv4xPanImH17bKZ9rOveR,202960,4
0.552,0.98,-4.676,0.254,0.00159,0.00552,0.438,0.668,162.961,4Dio1t8RHzLv1nfPJTSZyP,195440,4
0.45,0.634,-4.814,0.0308,0.0985,0.0,0.0883,0.13,143.75,2usybbJIyVPm1aeGK2bitr,256440,4
0.501,0.809,-5.264,0.0938,0.0338,0.00602,0.119,0.258,149.964,456WNXWhDwYOSf5SpTuqxd,252819,4
0.388,0.633,-4.769,0.0275,0.0339,0.0,0.104,0.381,173.947,49kjlZP49LMD1MrrcvXDET,252440,4
0.753,0.729,-3.862,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,3pYDZTJM2tVBUhIRifWVzI,219973,4
0.633,0.822,-5.011,0.0722,0.00846,0.0,0.141,0.633,122.993,6FCngfdkfRZ0CwL2eZAgnc,216560,4
0.833,0.441,-6.172,0.152,0.392,0.0,0.149,0.762,127.658,67QoEc0mR2OpqNKXgHGHDq,180280,4
0.592,0.499,-9.463,0.0375,0.0536,4.52e-05,0.113,0.346,141.937,2F79HavLHwJlfvvJOkkIQD,215627,4
0.592,0.499,-9.463,0.0375,0.0536,4.52e-05,0.113,0.346,141.937,2F79HavLHwJlfvvJOkkIQD,215627,4
0.606,0.942,-3.618,0.0357,0.000233,7.07e-06,0.106,0.373,110.98,1mX6SYJ1ZpcoxQUiER8wOI,270387,4
0.569,0.797,-7.674,0.0599,0.124,1.14e-06,0.105,0.664,163.972,3O5zp6tOdGFWi0NdzC0frI,212320,4
0.673,0.932,-3.252,0.164,0.182,1.93e-06,0.303,0.536,129.029,1IJYb2qBTHMoDzHgsuA86H,256280,4
0.562,0.768,-5.006,0.0488,0.00361,0.0,0.0742,0.218,139.968,4qEoqyPbLYnLOii6mKlIjI,198107,4
0.723,0.86,-4.357,0.203,0.271,4.56e-06,0.598,0.667,126.979,3hlksXnvbKogFdPbpO9vel,200013,4
0.671,0.808,-4.861,0.0652,0.02,0.0,0.134,0.637,121.956,1r3myKmjWoOqRip99CmSj1,206080,4
0.644,0.661,-6.093,0.0418,0.000177,5.23e-06,0.108,0.272,153.992,7xyN0pha5zIbwvXeIADGpe,240307,4
0.652,0.81,-3.789,0.0406,0.00129,2.91e-05,0.667,0.732,126.022,1htQDV8JxSuXG2QsNj5ttr,230733,4
0.696,0.546,-6.55,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,5cCAZS9VhLGEDV4NCfieeg,210267,4
0.858,0.678,-3.87,0.0469,0.0761,0.0,0.0741,0.922,117.009,0laYHRpNTS6i8FXdupHkJ4,188453,4
0.492,0.26,-17.341,0.0921,0.646,0.00178,0.0705,0.312,111.519,047fCsbO4NdmwCBn8pcUXl,347227,5
0.572,0.913,-3.626,0.0425,0.018,0.0,0.293,0.724,79.986,5Lm8wha7kmEuqyjJ237HNM,261747,4
0.521,0.701,-5.238,0.0458,0.0892,0.0,0.0876,0.518,127.082,1ADciGUxOaUbBFd0rpYx7d,307360,4
0.449,0.585,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,6nek1Nin9q48AVZcWs9e9D,278719,4
0.706,0.89,-4.444,0.0688,0.0588,0.00286,0.306,0.684,128.011,2LEF1A8DOZ9wRYikWgVlZ8,248133,4
0.689,0.795,-4.021,0.0356,0.000812,1.07e-06,0.156,0.876,133.968,2009X8GyWTqyxIdzAEYW6N,227333,4
0.421,0.407,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028,6lanRgr6wXibZr8KgzXxBl,285120,3
0.702,0.715,-5.377,0.0425,0.503,2.44e-05,0.126,0.863,127.048,3Yt9lRtS5V4nbJnwcgFgvC,200013,4
0.613,0.881,-4.43,0.0587,0.00103,0.0059,0.462,0.381,131.097,02d1E4NRuh7OEQO4vCb9PD,264520,4
0.658,0.56,-9.049,0.0467,0.498,0.0,0.0794,0.854,161.993,7xapw9Oy21WpfEcib2ErSA,182947,4
0.562,0.939,-4.282,0.0475,0.046,0.0,0.112,0.684,116.044,1nInOsHbtotAmEOQhtvnzP,221947,4
0.707,0.924,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937,1gihuPhrLraKYrJMAEONyc,206413,4
0.558,0.873,-4.4,0.0449,0.172,0.0,0.173,0.475,143.967,3kv6omImmKEfOVJWjstusF,213547,4
0.719,0.847,-6.34,0.0919,0.00201,0.0204,0.221,0.443,127.96,5WQQIDU3HRaMyPkob8mpFb,242680,4
0.747,0.937,-5.746,0.0453,0.0208,0.0,0.29,0.739,103.976,3bC1ahPIYt1btJzSSEyyrF,224653,4
0.597,0.919,-2.954,0.0439,0.000145,0.0,0.282,0.729,113.991,4k80K0b6KZ2QjAYkXON7q6,255587,4
0.606,0.826,-6.04,0.0307,0.0256,1.57e-05,0.117,0.332,121.036,1EAgPzRbK9YmdOESSMUm6P,210173,4
0.728,0.858,-3.686,0.0609,0.0403,4.09e-06,0.0241,0.591,125.055,5kcE7pp02ezLZaUbbMv3Iq,205640,4
0.567,0.686,-6.139,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,5YqltLsjdqFtvqE7Nrysvs,193147,4
0.721,0.339,-11.195,0.0532,0.409,0.00153,0.0973,0.2,129.83,7DfFc7a6Rwfi3YQMRbDMau,200747,4
0.722,0.932,-3.294,0.29,0.00453,0.0,0.0817,0.732,132.084,5c58c6sKc2JK3o75ZBSeL1,220413,4
0.66,0.539,-5.947,0.324,0.0534,0.0,0.222,0.307,109.318,65rRB2mspD309xE6YimZTl,293613,5
0.674,0.628,-7.079,0.03,0.00144,0.0,0.0944,0.552,103.998,1jF7IL57ayN4Ity3jQqGu0,247907,4
0.622,0.469,-6.798,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,6FB3v4YcR57y4tXFcdxI1E,219720,4
0.663,0.857,-2.16,0.0544,0.0542,0.0,0.144,0.931,126.039,6Vh03bkEfXqekWp7Y1UBRb,200213,4
0.715,0.872,-3.835,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,5xvUgoVED1F4mBu8FL0HaW,200947,4
0.558,0.781,-5.448,0.0963,0.00657,0.00144,0.102,0.286,126.025,4bO6IzKXMWhmncfIO9GBq2,214307,4
0.794,0.523,-7.829,0.161,0.0331,0.0,0.156,0.56,86.307,3dgQqOiQ9fCKVhNOedd2lf,174120,4
0.489,0.867,-3.121,0.071,0.025,0.0,0.586,0.409,162.131,3jZomvOBa5qfTo5HkqI1p5,157293,4
0.574,0.512,-6.664,0.0503,0.234,0.0,0.0946,0.512,76.899,4rHZZAmHpZrA3iH5zx8frV,484147,4
0.664,0.642,-5.961,0.038,0.129,0.0,0.114,0.501,118.006,56sxN1yKg1dgOZXBcAHkJG,209693,4
0.642,0.695,-5.62,0.0281,0.000443,1.02e-05,0.0753,0.642,103.984,3yII7UwgLF6K5zW3xad3MP,230960,4
0.836,0.817,-5.672,0.0677,0.00968,0.0,0.114,0.647,112.007,3zbnvxvqV5lL4Vq0FznWsX,230627,4
0.262,0.922,-2.741,0.0984,0.00142,0.000131,0.0711,0.134,131.625,2jEVSknPgTPQnm8w4TJBUA,300011,4
0.653,0.875,-3.015,0.0366,0.291,0.0,0.054,0.775,100.047,3CClN6lWM5m2dfpaFug3VP,205267,4
0.482,0.873,-3.145,0.0853,0.0111,0.0,0.409,0.737,165.084,0qwcGscxUHGZTgq0zcaqk1,214320,4
0.324,0.416,-8.92,0.0368,0.262,3.69e-05,0.11,0.151,113.986,2nMeu6UenVvwUktBCpLMK9,236053,4
0.324,0.416,-8.92,0.0368,0.262,3.69e-05,0.11,0.151,113.986,2nMeu6UenVvwUktBCpLMK9,236053,4
0.874,0.692,-5.28,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,55h7vJchibLdUkxdlX3fK7,178560,4
0.563,0.902,-4.586,0.404,0.0545,0.0,0.0524,0.557,172.004,2OQJKTtrH482waGFmOfJni,227907,4
0.69,0.568,-4.501,0.0525,0.0165,6.98e-06,0.111,0.728,128.059,7bpvfjoneSQvW0tbtVm1Jk,257493,4
0.836,0.817,-5.672,0.0677,0.00968,0.0,0.114,0.647,112.007,3zbnvxvqV5lL4Vq0FznWsX,230627,4
0.824,0.496,-9.24,0.0512,0.00114,0.0755,0.0598,0.464,97.999,6EM8cVY7txpEh10cV84TKu,202384,4
0.532,0.783,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,0nrRP2bk19rLc0orkWPQk2,247427,4
0.671,0.771,-4.821,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,27tNWlhdAryQY04Gb2ZhUI,223546,4
0.53,0.422,-6.262,0.0342,0.407,0.0,0.107,0.349,119.964,2vwlzO0Qp8kfEtzTsCXfyE,221360,4
0.724,0.796,-3.686,0.0328,0.0152,0.0,0.354,0.542,101.975,6NmCCgnQcxKHPOAKgd9Nth,197600,4
0.855,0.433,-8.447,0.15,0.0414,0.0,0.1,0.394,99.975,1HnhCD1u0c4dHSMazmWGyM,217600,4
0.568,0.517,-7.316,0.0894,0.146,0.0,0.343,0.578,104.441,2GCKWEsbb0Xo1oodTOKVi1,262840,4
0.459,0.899,-2.978,0.21,0.0038,0.0,0.126,0.436,176.386,3stOygN0I7CIvkEB2LJGbv,272417,4
0.516,0.777,-4.908,0.0375,0.00108,1.62e-06,0.0761,0.408,125.047,4OAuvHryIVv4kMDNSLuPt6,223093,4
0.41,0.8,-5.221,0.0746,0.272,5.29e-05,0.092,0.32,159.943,1VN6TvmHTIWvLzBAOmre6P,252893,4
0.402,0.696,-4.798,0.0448,0.0476,0.0,0.628,0.227,180.107,2RWs4c3ZJ74WwXlVC3QCQN,243093,3
0.422,0.264,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93,3U4isOIWM3VvDubwSI3y7a,269560,4
0.367,0.665,-2.821,0.0465,0.145,0.0,0.113,0.31,148.913,3sNVsP50132BTNlImLx70i,229147,4
0.543,0.485,-6.79,0.0305,0.555,0.0,0.12,0.372,136.961,0qcr5FMsEO85NAQjrlDRKo,223840,4
0.703,0.867,-4.292,0.0453,0.107,0.0,0.119,0.546,128.008,5HOpkTTVcmZHnthgyxrIL8,213708,4
0.459,0.899,-2.978,0.21,0.0038,0.0,0.126,0.436,176.386,3stOygN0I7CIvkEB2LJGbv,272417,4
0.533,0.755,-7.25,0.0419,0.0332,0.0,0.233,0.472,86.034,4e6ZN0EcEqYx74BTC5xQzy,255907,4
0.647,0.822,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019,60nZcImufyMA1MKQY3dcCH,232720,4
0.647,0.822,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019,60nZcImufyMA1MKQY3dcCH,232720,4
0.621,0.676,-7.808,0.0303,0.506,0.0675,0.0825,0.482,104.007,3MykNWa65IP2VN1Qa6B9yK,252493,4
0.38,0.568,-5.713,0.0436,0.327,0.0,0.0822,0.259,155.956,2B5ey0F0QtFKNIR48vfvNJ,276400,4
0.418,0.441,-11.522,0.283,0.029,0.0707,0.306,0.172,175.928,5hgnY0mVcVetszbb85qeDg,319467,4
0.719,0.674,-5.122,0.0681,0.0879,3.75e-06,0.112,0.843,125.992,2xLOMHjkOK8nzxJ4r6yOKR,215042,4
0.729,0.675,-6.003,0.0312,0.175,1.58e-06,0.55,0.779,119.968,1fidCEsYlaVE3pHwKCvpFZ,245867,4
0.773,0.758,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033,6RtPijgfPKROxEzTHNRiDp,224840,4
0.545,0.675,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,0FDzzruyVECATHXKHFs9eJ,267867,4
0.738,0.482,-8.917,0.0402,0.0266,0.621,0.106,0.352,93.457,23khhseCLQqVMCIT1WMAns,285014,4
0.715,0.931,-3.793,0.0565,0.171,0.0,0.0757,0.742,120.025,3cOO5IQtOYs7huq4Z6lYfr,224853,4
0.63,0.925,-4.512,0.0338,0.0183,7.45e-06,0.33,0.654,101.019,1qFQKFt9fp1LU9QsvFbyPS,198275,4
0.627,0.703,-4.884,0.236,0.563,0.0,0.0962,0.64,81.897,6jizk5lOUnfpaZXYMdfeC6,217307,4
0.659,0.911,-2.28,0.0786,0.154,0.000304,0.191,0.576,91.999,7982sGZuvo5OXsY6REzgIn,169866,4
0.792,0.73,-5.376,0.0713,0.0605,2.58e-05,0.0891,0.617,128.031,2g1jbrVOuX488h5ILA1Cb2,186507,4
0.782,0.589,-7.37,0.0803,0.0476,5.84e-06,0.0366,0.849,85.022,1dgWTMoHwTUnQhOQ8SR5fV,182960,4
0.807,0.887,-3.726,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,5jE48hhRu8E6zBDPRSkEq7,187920,4
0.934,0.798,-5.665,0.0849,0.266,4.54e-05,0.0962,0.895,120.162,24MSdaNRlLgjp8xYeJeXwZ,201933,4
0.963,0.603,-6.224,0.18,0.0673,5.93e-06,0.214,0.647,129.99,0mI8oH0MvwAR7JvRnYZsZv,260240,4
0.279,0.742,-6.46,0.0898,0.000185,0.0,0.593,0.328,189.868,3h4T9Bg8OVSUYa6danHeH5,231013,4
0.68,0.84,-3.823,0.0414,0.0457,8.66e-06,0.143,0.468,104.975,4XPWKmy05Rcff6TLHNoNF8,213213,4
0.585,0.61,-8.388,0.0353,0.103,0.000314,0.113,0.0597,94.969,0Nf53RDPZEjFrQE4B5n6Vf,232507,4
0.886,0.628,-5.949,0.131,0.00215,1.15e-05,0.31,0.178,119.906,2JI71GHwq2LN8mtq3iCLYo,239574,4
0.671,0.777,-4.322,0.046,0.0057,0.0011,0.0783,0.289,99.98,4rUTAkOU7OkVGeQuyQCHhF,230907,4
0.721,0.802,-5.797,0.0583,0.0921,0.0,0.694,0.724,124.022,2bJvI42r8EF3wxjOuDav4r,229360,4
0.658,0.282,-8.282,0.0353,0.433,0.0,0.0741,0.39,119.757,1cQ3LIkZE68pMSnPhZWXLu,277724,3
0.582,0.272,-5.662,0.0501,0.875,0.0,0.13,0.354,205.846,78TTtXnFQPzwqlbtbwqN0y,188238,4
0.628,0.593,-5.036,0.0323,0.093,1.65e-06,0.096,0.104,125.025,7xoUc6faLbCqZO6fQEYprd,197267,4
0.714,0.563,-7.574,0.0723,0.0266,0.0,0.0776,0.31,100.091,1ID1QFSNNxi0hiZCNcwjUC,241853,4
0.825,0.756,-3.687,0.383,0.265,2.15e-06,0.0762,0.888,172.938,12d5QFwzh60IIHlsSnAvps,177733,4
0.567,0.587,-5.626,0.0417,0.867,0.0,0.13,0.572,83.046,2fmqPLRFdJNPhLU3b2NSFp,272728,4
0.418,0.332,-9.482,0.0492,0.771,2.01e-05,0.109,0.171,119.164,74sb4Gib0cL3TQeCjYF8vh,253208,4
0.743,0.618,-7.227,0.0732,0.076,0.0,0.0731,0.285,129.034,20lNo44eUUCnyNNInzwkv9,287933,4
0.584,0.813,-7.221,0.0582,0.0297,0.000197,0.272,0.774,95.081,4sl4UWqzHSG7riBKdralwy,204387,4
0.498,0.225,-10.22,0.0302,0.842,0.0,0.112,0.355,173.787,11qh54D0PKkBwelpDxxiEU,193320,3
0.498,0.225,-10.22,0.0302,0.842,0.0,0.112,0.355,173.787,11qh54D0PKkBwelpDxxiEU,193320,3
0.62,0.805,-5.538,0.0417,0.00564,9.15e-05,0.285,0.586,122.062,2hHLbkatPwOOmrNxTiD41L,204764,4
0.782,0.685,-6.237,0.0309,0.166,1.18e-05,0.16,0.603,118.02,7vFoFDWqTX0mHzLfrF1Cfy,180566,4
0.726,0.607,-7.68,0.0498,0.0389,0.0,0.19,0.891,81.997,4T0ScSPdQKmGvruK7pavNP,176744,4
0.614,0.379,-10.48,0.0476,0.607,0.000464,0.0986,0.201,107.989,1HNkqx9Ahdgi1Ixy2xkKkL,258987,4
0.776,0.875,-5.535,0.0575,0.0343,0.0,0.314,0.849,111.988,6rmXhRIemCTPyMYZRDN7Qg,211786,4
0.852,0.553,-7.286,0.187,0.0559,0.0,0.332,0.656,142.079,27GmP9AWRs744SzKcpJsTZ,205879,4
0.505,0.68,-4.993,0.0714,0.0796,0.0,0.0465,0.539,168.022,25KybV9BOUlvcnv7nN3Pyo,235653,3
0.687,0.761,-4.582,0.0876,0.102,0.0,0.147,0.743,113.939,2GyA33q5rti5IxkMQemRDH,223853,4
0.75,0.683,-4.829,0.12,0.0462,1.32e-06,0.297,0.539,111.066,1dl3vuXJS9anUXE7XnNP75,200492,4
0.765,0.473,-5.829,0.0514,0.287,0.0,0.391,0.34,119.992,5kqIPrATaCc2LqxVWzQGbk,237300,4
0.536,0.311,-10.396,0.0288,0.82,1.65e-05,0.107,0.246,147.486,3nnG7AM9QopHVPEuLX3Khk,260533,4
0.628,0.737,-4.437,0.041,0.0638,0.0,0.0777,0.591,91.505,0nhBKubnVz9yFNNprBniWz,185194,4
0.686,0.73,-5.504,0.412,0.0287,0.0,0.369,0.271,145.251,275a9yzwGB6ncAW4SxY7q3,247867,4
0.647,0.673,-5.992,0.176,0.172,0.0,0.223,0.527,179.971,6BOtDFg6GJm0rPUDuNmx57,224000,4
0.457,0.899,-2.591,0.132,0.0019,0.0,0.831,0.298,147.268,6JyuJFedEvPmdWQW0PkbGJ,215510,4
0.752,0.765,-5.805,0.0908,0.118,0.0,0.31,0.309,105.998,3cCxoOgfi6hgt8MNteuiiD,193748,4
0.677,0.401,-8.467,0.0308,0.712,0.0,0.116,0.195,111.825,0qvzXomUDJVaUboy2wMfiS,232852,4
0.807,0.887,-3.892,0.275,0.00381,0.0,0.391,0.78,160.517,1lItf5ZXJc1by9SbPeljFd,144244,4
0.495,0.762,-3.842,0.0862,0.591,0.0,0.0763,0.708,123.893,6nxQdXa1uAL0rY72wPZu89,210293,4
0.677,0.401,-8.467,0.0308,0.712,0.0,0.116,0.195,111.825,0qvzXomUDJVaUboy2wMfiS,232852,4
0.495,0.762,-3.842,0.0862,0.591,0.0,0.0763,0.708,123.893,6nxQdXa1uAL0rY72wPZu89,210293,4
0.729,0.739,-9.5,0.338,0.696,9.37e-06,0.164,0.749,90.306,0eneujAc4PxkdjP25Gsue1,237427,4
0.638,0.6,-5.84,0.0438,0.114,0.0,0.187,0.0399,101.981,2xbI8Vmyv3TkpTdywpPyNw,245604,4
0.606,0.887,-4.782,0.052,0.0498,3.47e-06,0.0958,0.349,97.972,2jB9QaPJyVdz2Q0Va8rrnU,191787,4
0.681,0.358,-14.701,0.138,0.677,0.00411,0.124,0.0682,113.402,0ZQfn5nh2TnVE6Q0AT8eXr,197773,5
0.489,0.505,-8.022,0.117,0.579,0.000333,0.104,0.337,163.255,0y1QJc3SJVPKJ1OvFmFqe6,213707,4
0.812,0.523,-5.287,0.259,0.0432,0.0,0.154,0.381,75.524,0Fv5N0cHBsl4bzCbollCAS,142907,4
0.853,0.56,-4.961,0.0406,0.013,0.0,0.0944,0.86,134.066,0KKkJNfGyhkQ5aFogxQAPU,206693,4
0.617,0.635,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,6RUKPb4LETWmmr3iAEQktW,247160,4
0.594,0.721,-7.812,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,6ie2Bw3xLj2JcGowOlcMhb,234653,4
0.461,0.834,-4.868,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,6PCUP3dWmTjcTtXY02oFdT,261154,4
0.732,0.75,-6.366,0.231,0.00264,0.0,0.109,0.401,155.096,7GX5flRQZVHRAGd6B4TmDO,182707,4
0.539,0.636,-6.613,0.0325,0.351,0.0,0.356,0.321,83.993,4Az17HfqonKSWNsaLgTBeK,212320,4
0.735,0.425,-6.648,0.0464,0.011,0.0,0.055,0.848,85.896,2cOUlop2ZakjOKe4WinesN,188174,4
0.573,0.781,-6.406,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,1UZOjK1BwmwWU14Erba9CZ,231907,4
0.965,0.414,-6.408,0.0712,0.189,0.0,0.0767,0.729,121.032,2fZQIJew3nkNe99s2PKzul,214648,4
0.604,0.822,-4.833,0.0438,0.00672,0.134,0.147,0.288,167.997,1zB4vmk8tFRmM9UULNzbLB,187147,4
0.764,0.628,-5.851,0.0503,0.053,0.0,0.114,0.196,140.963,6xcJyGpfZbuuiequtnlKt4,190557,4
0.491,0.588,-6.177,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,0Qh38w01QRXK6KHIv0e3hb,269600,4
0.766,0.709,-6.471,0.123,0.204,1.41e-05,0.126,0.506,128.07,1P17dC1amhFzptugyAO7Il,211853,4
0.599,0.448,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05,0tgVpDi06FyKpA1z0VMD4v,263400,3
0.691,0.771,-5.17,0.164,0.0511,0.0,0.135,0.673,78.463,2HBtd9MYDd2xDVu8Zc6pwt,157643,4
0.704,0.859,-4.877,0.0996,0.0185,0.0,0.0215,0.926,105.115,3Vo4wInECJQuz9BIBMOu8i,217289,4
0.637,0.713,-4.333,0.0747,0.181,0.000637,0.137,0.243,129.923,4eWQlBRaTjPPUlzacqEeoQ,226973,4
0.817,0.816,-5.402,0.269,0.00263,0.0,0.159,0.508,181.982,2UVbBKQOdFAekPTRsnkzcf,190288,4
0.658,0.603,-5.016,0.0549,0.0946,0.0,0.107,0.435,126.035,3T9CfDxFYqZWSKxd0BhZrb,190643,4
0.737,0.742,-2.875,0.0441,0.218,0.0,0.316,0.386,119.966,7uYgVgRSgqluZclLS7wpp4,258000,4
0.645,0.705,-5.008,0.299,0.000813,0.0,0.128,0.376,137.133,51rXHuKN8Loc4sUlKPODgH,229670,4
0.645,0.705,-5.008,0.299,0.000813,0.0,0.128,0.376,137.133,51rXHuKN8Loc4sUlKPODgH,229670,4
0.622,0.711,-7.321,0.0665,0.0573,0.0,0.13,0.487,140.016,2QZ7WLBE8h2y1Y5Fb8RYbH,211360,4
0.686,0.73,-5.077,0.374,0.278,4.76e-05,0.106,0.474,128.943,1e4rwBPVI32vZtTJu7mJ4J,191600,5
0.917,0.679,-6.083,0.266,0.0867,0.0,0.588,0.453,102.449,2qsQ8eVDPmobZpvDxQCVQu,191700,4
0.686,0.73,-5.077,0.374,0.278,4.76e-05,0.106,0.474,128.943,1e4rwBPVI32vZtTJu7mJ4J,191600,5
0.809,0.845,-5.843,0.352,0.224,0.0,0.638,0.67,90.015,3A1BaBGT3HgzuDrV9pgX9v,176990,4
0.963,0.346,-9.309,0.53,0.0355,0.0,0.108,0.562,119.957,6vN77lE9LK6HP2DewaN6HZ,142273,4
0.511,0.566,-7.23,0.2,0.349,0.0,0.34,0.218,83.903,285pBltuF7vW8TeWk8hdRR,239836,4
0.671,0.529,-7.226,0.307,0.0769,0.000335,0.0856,0.203,161.989,4VXIryQMWpIdGgYR4TrjT1,165820,4
0.74,0.613,-4.88,0.145,0.258,0.00372,0.123,0.473,75.023,3ee8Jmje8o58CHK66QrVC2,166606,4
0.597,0.854,-5.114,0.463,0.0169,0.0,0.124,0.152,120.276,2iUXsYOEPhVqEBwsqP70rE,203418,4
0.759,0.574,-6.889,0.0572,0.46,0.00272,0.102,0.261,151.98,0JvUjekRwmDcQq4S0Sxocf,191147,4
0.79,0.629,-4.055,0.142,0.182,7.06e-06,0.338,0.267,170.023,33tNYw9oMtSkGe27NpgS64,169620,4
0.669,0.574,-6.442,0.0286,0.0175,0.00294,0.146,0.273,120.013,4jvjzW7Hm0yK4LvvE0Paz9,196400,4
0.79,0.629,-4.055,0.142,0.182,7.06e-06,0.338,0.267,170.023,33tNYw9oMtSkGe27NpgS64,169620,4
0.695,0.586,-10.315,0.0658,0.102,0.317,0.113,0.112,98.035,2OpBganfGk2GVdSlRdxzaX,229320,4
0.95,0.59,-6.508,0.29,0.00534,0.0,0.11,0.219,130.003,2GGMabyHXnJmjY6CXhhB2e,183527,4
